"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Medication","2010","Appalachian","1 to 17","0% or more FPL","87,077","65,580","108,575","23.4","18.0","28.7"
"Medication","2010","Metropolitan","1 to 17","0% or more FPL","284,063","248,421","319,706","21.2","18.6","23.8"
"Medication","2010","Rural Non-Appalachian","1 to 17","0% or more FPL","78,903","58,503","99,303","24.7","19.0","30.4"
"Medication","2010","Suburban","1 to 17","0% or more FPL","74,714","57,137","92,290","20.0","15.5","24.6"
"Medication","2012","Appalachian","1 to 17","0% or more FPL","100,897","87,818","113,977","26.5","23.4","29.6"
"Medication","2012","Metropolitan","1 to 17","0% or more FPL","335,745","310,653","360,838","25.0","23.3","26.8"
"Medication","2012","Rural Non-Appalachian","1 to 17","0% or more FPL","73,407","60,362","86,452","20.8","17.4","24.1"
"Medication","2012","Suburban","1 to 17","0% or more FPL","101,672","86,883","116,461","24.0","20.8","27.2"
"Medication","2015","Appalachian","1 to 17","0% or more FPL","103,193","93,291","113,095","24.5","22.3","26.7"
"Medication","2015","Metropolitan","1 to 17","0% or more FPL","364,632","345,117","384,147","27.6","26.3","29.0"
"Medication","2015","Rural Non-Appalachian","1 to 17","0% or more FPL","76,081","67,967","84,195","22.6","20.3","24.8"
"Medication","2015","Suburban","1 to 17","0% or more FPL","98,305","89,306","107,303","27.3","25.1","29.5"
"Medication","2017","Appalachian","1 to 17","0% or more FPL","84,646","74,749","94,544","20.8","18.6","23.1"
"Medication","2017","Metropolitan","1 to 17","0% or more FPL","233,984","217,549","250,419","19.3","18.1","20.6"
"Medication","2017","Rural Non-Appalachian","1 to 17","0% or more FPL","59,974","51,688","68,261","16.8","14.6","18.9"
"Medication","2017","Suburban","1 to 17","0% or more FPL","80,989","71,444","90,535","19.7","17.5","21.8"
"Medication","2019","Appalachian","1 to 17","0% or more FPL","69,143","58,218","80,069","19.5","16.6","22.4"
"Medication","2019","Metropolitan","1 to 17","0% or more FPL","262,251","240,245","284,256","19.7","18.1","21.3"
"Medication","2019","Rural Non-Appalachian","1 to 17","0% or more FPL","66,411","53,609","79,213","20.2","16.5","23.8"
"Medication","2019","Suburban","1 to 17","0% or more FPL","82,690","69,392","95,988","20.0","16.9","23.0"
"Medication","2021","Appalachian","1 to 17","0% or more FPL","76,008","64,077","87,939","21.4","18.3","24.5"
"Medication","2021","Metropolitan","1 to 17","0% or more FPL","237,389","216,995","257,783","17.6","16.2","19.1"
"Medication","2021","Rural Non-Appalachian","1 to 17","0% or more FPL","60,527","48,810","72,244","17.8","14.6","21.0"
"Medication","2021","Suburban","1 to 17","0% or more FPL","83,761","71,906","95,616","19.6","16.9","22.3"
