"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Uninsured","2010","Appalachian","0 to 17","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Uninsured","2010","Metropolitan","0 to 17","0% or more FPL","68,278","46,897","89,659","4.5","3.1","5.8"
"Uninsured","2010","Rural Non-Appalachian","0 to 17","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Uninsured","2010","Suburban","0 to 17","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Uninsured","2012","Appalachian","0 to 17","0% or more FPL","21,776","16,088","27,465","5.2","3.8","6.5"
"Uninsured","2012","Metropolitan","0 to 17","0% or more FPL","53,637","44,206","63,068","3.6","3.0","4.2"
"Uninsured","2012","Rural Non-Appalachian","0 to 17","0% or more FPL","28,592","20,320","36,864","7.5","5.4","9.5"
"Uninsured","2012","Suburban","0 to 17","0% or more FPL","24,704","16,932","32,476","5.3","3.7","7.0"
"Uninsured","2015","Appalachian","0 to 17","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Uninsured","2015","Metropolitan","0 to 17","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Uninsured","2015","Rural Non-Appalachian","0 to 17","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Uninsured","2015","Suburban","0 to 17","0% or more FPL","NA","NA","NA","NA","NA","NA"
"Uninsured","2017","Appalachian","0 to 17","0% or more FPL","20,188","14,705","25,671","4.5","3.3","5.8"
"Uninsured","2017","Metropolitan","0 to 17","0% or more FPL","48,071","40,241","55,902","3.6","3.0","4.2"
"Uninsured","2017","Rural Non-Appalachian","0 to 17","0% or more FPL","11,045","8,303","13,787","2.9","2.2","3.6"
"Uninsured","2017","Suburban","0 to 17","0% or more FPL","18,020","13,067","22,973","4.0","2.9","5.1"
"Uninsured","2019","Appalachian","0 to 17","0% or more FPL","16,183","11,536","20,830","4.2","3.0","5.4"
"Uninsured","2019","Metropolitan","0 to 17","0% or more FPL","78,815","65,715","91,915","5.5","4.6","6.4"
"Uninsured","2019","Rural Non-Appalachian","0 to 17","0% or more FPL","17,954","10,719","25,189","5.0","3.0","7.0"
"Uninsured","2019","Suburban","0 to 17","0% or more FPL","13,885","9,187","18,582","3.1","2.1","4.1"
"Uninsured","2021","Appalachian","0 to 17","0% or more FPL","10,897","6,780","15,014","2.9","1.8","3.9"
"Uninsured","2021","Metropolitan","0 to 17","0% or more FPL","35,124","26,660","43,589","2.4","1.9","3.0"
"Uninsured","2021","Rural Non-Appalachian","0 to 17","0% or more FPL","10,709","6,917","14,501","3.0","1.9","4.1"
"Uninsured","2021","Suburban","0 to 17","0% or more FPL","6,092","3,263","8,920","1.4","0.7","2.0"
