"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"0-75% FPL","2010","Appalachian","0 to 17","0% or more FPL","97,093","71,256","122,931","23.3","17.8","28.9"
"0-75% FPL","2010","Metropolitan","0 to 17","0% or more FPL","417,799","365,175","470,424","27.3","24.3","30.4"
"0-75% FPL","2010","Rural Non-Appalachian","0 to 17","0% or more FPL","47,454","34,204","60,704","12.9","9.3","16.5"
"0-75% FPL","2010","Suburban","0 to 17","0% or more FPL","77,653","55,062","100,244","17.7","12.9","22.4"
"75-100% FPL","2010","Appalachian","0 to 17","0% or more FPL","52,767","36,076","69,459","12.7","8.8","16.6"
"75-100% FPL","2010","Metropolitan","0 to 17","0% or more FPL","131,428","101,873","160,982","8.6","6.7","10.5"
"75-100% FPL","2010","Rural Non-Appalachian","0 to 17","0% or more FPL","32,854","17,634","48,074","9.0","5.0","12.9"
"75-100% FPL","2010","Suburban","0 to 17","0% or more FPL","29,261","15,528","42,994","6.7","3.6","9.7"
"100-138% FPL","2010","Appalachian","0 to 17","0% or more FPL","44,499","29,494","59,503","10.7","7.2","14.2"
"100-138% FPL","2010","Metropolitan","0 to 17","0% or more FPL","131,114","103,509","158,720","8.6","6.8","10.3"
"100-138% FPL","2010","Rural Non-Appalachian","0 to 17","0% or more FPL","36,987","22,712","51,262","10.1","6.3","13.8"
"100-138% FPL","2010","Suburban","0 to 17","0% or more FPL","40,442","24,206","56,677","9.2","5.6","12.8"
"138-206% FPL","2010","Appalachian","0 to 17","0% or more FPL","66,461","48,666","84,256","16.0","11.8","20.2"
"138-206% FPL","2010","Metropolitan","0 to 17","0% or more FPL","194,107","160,776","227,438","12.7","10.6","14.8"
"138-206% FPL","2010","Rural Non-Appalachian","0 to 17","0% or more FPL","58,193","39,662","76,724","15.9","11.1","20.6"
"138-206% FPL","2010","Suburban","0 to 17","0% or more FPL","57,198","40,443","73,952","13.0","9.3","16.8"
"206-250% FPL","2010","Appalachian","0 to 17","0% or more FPL","33,485","19,423","47,548","8.1","4.7","11.4"
"206-250% FPL","2010","Metropolitan","0 to 17","0% or more FPL","107,551","84,257","130,846","7.0","5.5","8.5"
"206-250% FPL","2010","Rural Non-Appalachian","0 to 17","0% or more FPL","33,154","19,664","46,644","9.0","5.5","12.6"
"206-250% FPL","2010","Suburban","0 to 17","0% or more FPL","29,870","17,298","42,443","6.8","4.0","9.6"
"250-400% FPL","2010","Appalachian","0 to 17","0% or more FPL","64,029","48,487","79,571","15.4","11.6","19.2"
"250-400% FPL","2010","Metropolitan","0 to 17","0% or more FPL","280,232","244,385","316,079","18.3","16.0","20.6"
