"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"19-24","2010","Appalachian","19 Years and Older","0% or more FPL","132,662","104,277","161,046","9.7","7.7","11.7"
"19-24","2010","Metropolitan","19 Years and Older","0% or more FPL","419,062","367,538","470,586","8.8","7.8","9.9"
"19-24","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","108,287","82,543","134,031","9.4","7.3","11.5"
"19-24","2010","Suburban","19 Years and Older","0% or more FPL","150,920","119,281","182,560","10.7","8.6","12.8"
"25-34","2010","Appalachian","19 Years and Older","0% or more FPL","251,849","215,564","288,135","18.4","16.0","20.9"
"25-34","2010","Metropolitan","19 Years and Older","0% or more FPL","877,105","804,815","949,395","18.5","17.1","19.9"
"25-34","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","213,630","179,644","247,615","18.5","15.9","21.2"
"25-34","2010","Suburban","19 Years and Older","0% or more FPL","254,603","215,611","293,596","18.1","15.6","20.6"
"35-44","2010","Appalachian","19 Years and Older","0% or more FPL","152,341","129,037","175,646","11.1","9.5","12.8"
"35-44","2010","Metropolitan","19 Years and Older","0% or more FPL","601,735","554,911","648,559","12.7","11.7","13.7"
"35-44","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","144,627","124,552","164,701","12.6","10.8","14.3"
"35-44","2010","Suburban","19 Years and Older","0% or more FPL","185,043","162,034","208,053","13.1","11.5","14.8"
"45-54","2010","Appalachian","19 Years and Older","0% or more FPL","289,635","258,214","321,055","21.2","19.0","23.4"
"45-54","2010","Metropolitan","19 Years and Older","0% or more FPL","953,248","894,728","1,011,768","20.1","18.9","21.3"
"45-54","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","241,052","215,117","266,986","20.9","18.7","23.1"
"45-54","2010","Suburban","19 Years and Older","0% or more FPL","284,588","256,090","313,086","20.2","18.2","22.2"
"55-64","2010","Appalachian","19 Years and Older","0% or more FPL","277,470","248,299","306,640","20.3","18.2","22.4"
"55-64","2010","Metropolitan","19 Years and Older","0% or more FPL","1,034,750","975,678","1,093,821","21.8","20.6","23.0"
"55-64","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","232,399","208,381","256,416","20.2","18.1","22.3"
"55-64","2010","Suburban","19 Years and Older","0% or more FPL","296,122","268,107","324,136","21.0","19.0","23.0"
"65-74","2010","Appalachian","19 Years and Older","0% or more FPL","150,950","132,766","169,134","11.0","9.6","12.4"
"65-74","2010","Metropolitan","19 Years and Older","0% or more FPL","431,867","398,086","465,649","9.1","8.4","9.8"
"65-74","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","109,207","94,688","123,725","9.5","8.2","10.8"
"65-74","2010","Suburban","19 Years and Older","0% or more FPL","133,843","117,042","150,645","9.5","8.3","10.7"
"75+","2010","Appalachian","19 Years and Older","0% or more FPL","111,893","95,308","128,478","8.2","6.9","9.4"
"75+","2010","Metropolitan","19 Years and Older","0% or more FPL","424,700","392,403","456,998","9.0","8.2","9.7"
"75+","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","103,188","89,601","116,776","9.0","7.7","10.2"
"75+","2010","Suburban","19 Years and Older","0% or more FPL","103,862","90,129","117,595","7.4","6.3","8.4"
"19-24","2012","Appalachian","19 Years and Older","0% or more FPL","149,441","128,342","170,540","11.0","9.6","12.4"
"19-24","2012","Metropolitan","19 Years and Older","0% or more FPL","534,658","492,808","576,507","11.3","10.5","12.2"
