"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Alcohol","2010","Appalachian","19 Years and Older","0% or more FPL","568,603","526,188","611,018","41.7","39.0","44.4"
"Alcohol","2010","Metropolitan","19 Years and Older","0% or more FPL","2,563,697","2,475,903","2,651,491","54.4","52.9","56.0"
"Alcohol","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","562,439","522,499","602,380","49.0","46.1","51.8"
"Alcohol","2010","Suburban","19 Years and Older","0% or more FPL","778,450","732,448","824,452","55.7","53.0","58.3"
"Alcohol","2012","Appalachian","19 Years and Older","0% or more FPL","600,480","568,788","632,172","44.9","43.1","46.7"
"Alcohol","2012","Metropolitan","19 Years and Older","0% or more FPL","2,553,031","2,488,344","2,617,718","54.7","53.7","55.7"
"Alcohol","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","568,824","536,711","600,938","50.6","48.6","52.7"
"Alcohol","2012","Suburban","19 Years and Older","0% or more FPL","798,843","759,652","838,033","57.0","55.1","58.9"
"Alcohol","2015","Appalachian","19 Years and Older","0% or more FPL","618,128","596,929","639,327","43.5","42.3","44.8"
"Alcohol","2015","Metropolitan","19 Years and Older","0% or more FPL","2,558,320","2,515,379","2,601,261","55.1","54.4","55.9"
"Alcohol","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","543,955","524,847","563,063","48.6","47.2","49.9"
"Alcohol","2015","Suburban","19 Years and Older","0% or more FPL","708,686","686,317","731,056","53.9","52.7","55.2"
"Alcohol","2017","Appalachian","19 Years and Older","0% or more FPL","612,135","588,789","635,481","44.8","43.4","46.2"
"Alcohol","2017","Metropolitan","19 Years and Older","0% or more FPL","2,636,807","2,591,099","2,682,515","57.5","56.7","58.3"
"Alcohol","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","556,856","536,817","576,895","48.5","47.1","50.0"
"Alcohol","2017","Suburban","19 Years and Older","0% or more FPL","747,285","722,381","772,189","56.2","54.9","57.6"
"Alcohol","2019","Appalachian","19 Years and Older","0% or more FPL","603,072","571,401","634,744","46.2","44.2","48.1"
"Alcohol","2019","Metropolitan","19 Years and Older","0% or more FPL","2,719,221","2,657,372","2,781,070","58.8","57.8","59.8"
"Alcohol","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","579,147","543,034","615,259","51.8","49.6","54.0"
"Alcohol","2019","Suburban","19 Years and Older","0% or more FPL","835,699","801,368","870,030","57.9","56.3","59.6"
"Alcohol","2021","Appalachian","19 Years and Older","0% or more FPL","601,976","577,186","626,765","46.5","44.9","48.2"
"Alcohol","2021","Metropolitan","19 Years and Older","0% or more FPL","2,678,872","2,625,671","2,732,072","58.4","57.4","59.3"
"Alcohol","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","598,984","571,774","626,195","54.0","52.2","55.8"
"Alcohol","2021","Suburban","19 Years and Older","0% or more FPL","846,474","814,495","878,453","58.7","56.8","60.5"
