"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Binge Drinking","2010","Appalachian","19 Years and Older","0% or more FPL","228,954","196,328","261,580","16.8","14.5","19.0"
"Binge Drinking","2010","Metropolitan","19 Years and Older","0% or more FPL","852,461","788,076","916,846","18.1","16.8","19.4"
"Binge Drinking","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","210,876","180,305","241,448","18.4","15.9","20.8"
"Binge Drinking","2010","Suburban","19 Years and Older","0% or more FPL","222,619","192,461","252,777","15.9","13.9","18.0"
"Binge Drinking","2012","Appalachian","19 Years and Older","0% or more FPL","245,721","222,588","268,855","18.4","16.8","19.9"
"Binge Drinking","2012","Metropolitan","19 Years and Older","0% or more FPL","872,648","827,034","918,262","18.7","17.8","19.6"
"Binge Drinking","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","208,218","186,549","229,887","18.5","16.8","20.3"
"Binge Drinking","2012","Suburban","19 Years and Older","0% or more FPL","246,602","221,432","271,772","17.6","16.0","19.2"
"Binge Drinking","2015","Appalachian","19 Years and Older","0% or more FPL","208,564","194,629","222,499","14.7","13.8","15.6"
"Binge Drinking","2015","Metropolitan","19 Years and Older","0% or more FPL","820,857","791,865","849,849","17.7","17.1","18.3"
"Binge Drinking","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","181,776","169,342","194,210","16.2","15.2","17.3"
"Binge Drinking","2015","Suburban","19 Years and Older","0% or more FPL","206,522","192,846","220,197","15.7","14.8","16.7"
"Binge Drinking","2017","Appalachian","19 Years and Older","0% or more FPL","241,076","224,681","257,472","17.6","16.5","18.7"
"Binge Drinking","2017","Metropolitan","19 Years and Older","0% or more FPL","952,769","921,172","984,367","20.8","20.1","21.4"
"Binge Drinking","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","195,607","182,586","208,629","17.0","16.0","18.1"
"Binge Drinking","2017","Suburban","19 Years and Older","0% or more FPL","244,691","228,509","260,872","18.4","17.3","19.5"
"Binge Drinking","2019","Appalachian","19 Years and Older","0% or more FPL","240,212","216,679","263,746","18.4","16.8","20.0"
"Binge Drinking","2019","Metropolitan","19 Years and Older","0% or more FPL","1,036,313","994,983","1,077,642","22.4","21.6","23.2"
"Binge Drinking","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","231,053","202,897","259,209","20.7","18.5","22.8"
"Binge Drinking","2019","Suburban","19 Years and Older","0% or more FPL","287,612","267,526","307,699","19.9","18.7","21.2"
"Binge Drinking","2021","Appalachian","19 Years and Older","0% or more FPL","248,111","230,218","266,004","19.2","17.9","20.5"
"Binge Drinking","2021","Metropolitan","19 Years and Older","0% or more FPL","1,137,809","1,097,945","1,177,673","24.8","24.0","25.6"
"Binge Drinking","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","237,116","220,457","253,775","21.4","19.9","22.8"
"Binge Drinking","2021","Suburban","19 Years and Older","0% or more FPL","318,913","297,384","340,443","22.1","20.7","23.5"
