"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Employer-Sponsored","2010","Appalachian","19 Years and Older","0% or more FPL","550,718","508,990","592,447","40.3","37.6","43.0"
"Employer-Sponsored","2010","Metropolitan","19 Years and Older","0% or more FPL","2,107,397","2,024,018","2,190,775","44.4","42.9","46.0"
"Employer-Sponsored","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","584,562","544,386","624,737","50.7","47.9","53.6"
"Employer-Sponsored","2010","Suburban","19 Years and Older","0% or more FPL","725,309","681,100","769,518","51.5","48.8","54.2"
"Employer-Sponsored","2012","Appalachian","19 Years and Older","0% or more FPL","559,356","528,850","589,861","41.2","39.4","42.9"
"Employer-Sponsored","2012","Metropolitan","19 Years and Older","0% or more FPL","2,050,653","1,991,362","2,109,944","43.4","42.4","44.5"
"Employer-Sponsored","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","534,190","503,124","565,256","47.0","44.9","49.1"
"Employer-Sponsored","2012","Suburban","19 Years and Older","0% or more FPL","735,069","696,693","773,444","51.7","49.8","53.7"
"Employer-Sponsored","2015","Appalachian","19 Years and Older","0% or more FPL","604,176","582,685","625,668","41.0","39.8","42.2"
"Employer-Sponsored","2015","Metropolitan","19 Years and Older","0% or more FPL","2,117,592","2,075,989","2,159,195","44.0","43.3","44.7"
"Employer-Sponsored","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","538,183","518,063","558,302","46.5","45.2","47.9"
"Employer-Sponsored","2015","Suburban","19 Years and Older","0% or more FPL","668,382","646,115","690,648","48.9","47.7","50.1"
"Employer-Sponsored","2017","Appalachian","19 Years and Older","0% or more FPL","532,458","509,385","555,531","37.1","35.7","38.4"
"Employer-Sponsored","2017","Metropolitan","19 Years and Older","0% or more FPL","1,972,259","1,929,702","2,014,816","40.7","39.9","41.5"
"Employer-Sponsored","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","500,069","479,236","520,903","41.7","40.3","43.1"
"Employer-Sponsored","2017","Suburban","19 Years and Older","0% or more FPL","640,475","616,198","664,753","46.1","44.8","47.5"
"Employer-Sponsored","2019","Appalachian","19 Years and Older","0% or more FPL","495,014","461,574","528,455","36.1","34.1","38.0"
"Employer-Sponsored","2019","Metropolitan","19 Years and Older","0% or more FPL","1,960,356","1,898,910","2,021,801","40.1","39.1","41.1"
"Employer-Sponsored","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","495,239","463,830","526,649","42.4","40.2","44.6"
"Employer-Sponsored","2019","Suburban","19 Years and Older","0% or more FPL","673,482","641,803","705,160","44.7","43.1","46.3"
"Employer-Sponsored","2021","Appalachian","19 Years and Older","0% or more FPL","481,843","457,934","505,751","35.5","33.9","37.0"
"Employer-Sponsored","2021","Metropolitan","19 Years and Older","0% or more FPL","1,965,295","1,918,615","2,011,975","40.3","39.4","41.1"
"Employer-Sponsored","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","504,085","481,218","526,952","43.2","41.5","45.0"
"Employer-Sponsored","2021","Suburban","19 Years and Older","0% or more FPL","721,043","686,879","755,206","47.5","45.8","49.3"
