"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Employer-Sponsored","2010","Appalachian","19 Years and Older","0% or more FPL","550,718","508,990","592,447","40.3","37.6","43.0"
"Employer-Sponsored","2010","Metropolitan","19 Years and Older","0% or more FPL","2,107,397","2,024,018","2,190,775","44.4","42.9","46.0"
"Employer-Sponsored","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","584,562","544,386","624,737","50.7","47.9","53.6"
"Employer-Sponsored","2010","Suburban","19 Years and Older","0% or more FPL","725,309","681,100","769,518","51.5","48.8","54.2"
"Medicaid Only","2010","Appalachian","19 Years and Older","0% or more FPL","105,793","84,963","126,624","7.7","6.2","9.2"
"Medicaid Only","2010","Metropolitan","19 Years and Older","0% or more FPL","362,743","321,216","404,270","7.6","6.8","8.5"
"Medicaid Only","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","69,336","52,577","86,095","6.0","4.6","7.4"
"Medicaid Only","2010","Suburban","19 Years and Older","0% or more FPL","99,864","76,759","122,969","7.1","5.5","8.7"
"Dual, Medicaid and Medicare","2010","Appalachian","19 Years and Older","0% or more FPL","54,425","42,413","66,437","4.0","3.1","4.9"
"Dual, Medicaid and Medicare","2010","Metropolitan","19 Years and Older","0% or more FPL","183,456","159,244","207,668","3.9","3.4","4.4"
"Dual, Medicaid and Medicare","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","34,599","25,667","43,531","3.0","2.2","3.8"
"Dual, Medicaid and Medicare","2010","Suburban","19 Years and Older","0% or more FPL","19,687","13,251","26,124","1.4","0.9","1.9"
"Medicare Only","2010","Appalachian","19 Years and Older","0% or more FPL","283,377","257,505","309,249","20.7","18.8","22.7"
"Medicare Only","2010","Metropolitan","19 Years and Older","0% or more FPL","895,169","847,257","943,080","18.9","17.8","19.9"
"Medicare Only","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","218,474","198,327","238,621","19.0","17.1","20.8"
"Medicare Only","2010","Suburban","19 Years and Older","0% or more FPL","251,029","228,969","273,089","17.8","16.1","19.5"
"Other Insured","2010","Appalachian","19 Years and Older","0% or more FPL","125,954","101,783","150,125","9.2","7.5","10.9"
"Other Insured","2010","Metropolitan","19 Years and Older","0% or more FPL","428,653","383,943","473,362","9.0","8.1","10.0"
"Other Insured","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","97,449","78,152","116,745","8.5","6.8","10.1"
"Other Insured","2010","Suburban","19 Years and Older","0% or more FPL","116,480","93,596","139,364","8.3","6.7","9.8"
"Uninsured","2010","Appalachian","19 Years and Older","0% or more FPL","246,533","212,144","280,921","18.0","15.7","20.4"
"Uninsured","2010","Metropolitan","19 Years and Older","0% or more FPL","765,050","701,927","828,174","16.1","14.9","17.4"
"Uninsured","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","147,969","122,193","173,745","12.8","10.7","15.0"
"Uninsured","2010","Suburban","19 Years and Older","0% or more FPL","196,612","165,688","227,537","14.0","11.9","16.0"
"Employer-Sponsored","2012","Appalachian","19 Years and Older","0% or more FPL","559,356","528,850","589,861","41.2","39.4","42.9"
"Employer-Sponsored","2012","Metropolitan","19 Years and Older","0% or more FPL","2,050,653","1,991,362","2,109,944","43.4","42.4","44.5"
"Employer-Sponsored","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","534,190","503,124","565,256","47.0","44.9","49.1"
"Employer-Sponsored","2012","Suburban","19 Years and Older","0% or more FPL","735,069","696,693","773,444","51.7","49.8","53.7"
"Medicaid Only","2012","Appalachian","19 Years and Older","0% or more FPL","154,976","138,273","171,678","11.4","10.2","12.6"
"Medicaid Only","2012","Metropolitan","19 Years and Older","0% or more FPL","456,977","424,978","488,976","9.7","9.0","10.3"
"Medicaid Only","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","84,065","70,505","97,625","7.4","6.2","8.5"
"Medicaid Only","2012","Suburban","19 Years and Older","0% or more FPL","85,157","70,429","99,884","6.0","5.0","7.0"
"Dual, Medicaid and Medicare","2012","Appalachian","19 Years and Older","0% or more FPL","55,732","47,500","63,964","4.1","3.5","4.7"
"Dual, Medicaid and Medicare","2012","Metropolitan","19 Years and Older","0% or more FPL","181,848","166,330","197,365","3.9","3.5","4.2"
"Dual, Medicaid and Medicare","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","34,042","26,958","41,126","3.0","2.4","3.6"
"Dual, Medicaid and Medicare","2012","Suburban","19 Years and Older","0% or more FPL","34,455","26,969","41,940","2.4","1.9","3.0"
"Medicare Only","2012","Appalachian","19 Years and Older","0% or more FPL","248,523","235,396","261,650","18.3","17.2","19.3"
"Medicare Only","2012","Metropolitan","19 Years and Older","0% or more FPL","878,915","850,346","907,484","18.6","18.0","19.3"
"Medicare Only","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","224,477","210,108","238,845","19.7","18.4","21.1"
"Medicare Only","2012","Suburban","19 Years and Older","0% or more FPL","285,939","268,856","303,021","20.1","18.9","21.4"
"Other Insured","2012","Appalachian","19 Years and Older","0% or more FPL","122,920","106,805","139,035","9.0","7.9","10.2"
"Other Insured","2012","Metropolitan","19 Years and Older","0% or more FPL","452,765","420,546","484,984","9.6","8.9","10.2"
"Other Insured","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","99,644","84,924","114,364","8.8","7.5","10.0"
"Other Insured","2012","Suburban","19 Years and Older","0% or more FPL","128,233","110,579","145,886","9.0","7.8","10.2"
"Uninsured","2012","Appalachian","19 Years and Older","0% or more FPL","217,449","195,753","239,144","16.0","14.5","17.5"
"Uninsured","2012","Metropolitan","19 Years and Older","0% or more FPL","700,017","657,891","742,143","14.8","14.0","15.7"
"Uninsured","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","160,203","140,061","180,344","14.1","12.5","15.7"
"Uninsured","2012","Suburban","19 Years and Older","0% or more FPL","151,919","132,138","171,699","10.7","9.4","12.0"
"Employer-Sponsored","2015","Appalachian","19 Years and Older","0% or more FPL","604,176","582,685","625,668","41.0","39.8","42.2"
"Employer-Sponsored","2015","Metropolitan","19 Years and Older","0% or more FPL","2,117,592","2,075,989","2,159,195","44.0","43.3","44.7"
"Employer-Sponsored","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","538,183","518,063","558,302","46.5","45.2","47.9"
"Employer-Sponsored","2015","Suburban","19 Years and Older","0% or more FPL","668,382","646,115","690,648","48.9","47.7","50.1"
"Medicaid Only","2015","Appalachian","19 Years and Older","0% or more FPL","237,899","224,441","251,356","16.1","15.3","17.0"
"Medicaid Only","2015","Metropolitan","19 Years and Older","0% or more FPL","764,413","737,836","790,990","15.9","15.4","16.4"
"Medicaid Only","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","131,344","121,643","141,045","11.4","10.5","12.2"
"Medicaid Only","2015","Suburban","19 Years and Older","0% or more FPL","152,986","142,131","163,842","11.2","10.4","12.0"
"Dual, Medicaid and Medicare","2015","Appalachian","19 Years and Older","0% or more FPL","67,153","60,677","73,628","4.6","4.1","5.0"
"Dual, Medicaid and Medicare","2015","Metropolitan","19 Years and Older","0% or more FPL","220,690","207,719","233,661","4.6","4.3","4.9"
"Dual, Medicaid and Medicare","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","40,184","35,338","45,031","3.5","3.1","3.9"
"Dual, Medicaid and Medicare","2015","Suburban","19 Years and Older","0% or more FPL","42,259","37,184","47,334","3.1","2.7","3.5"
"Medicare Only","2015","Appalachian","19 Years and Older","0% or more FPL","325,433","311,116","339,750","22.1","21.1","23.0"
