"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"14+ Mentally Distressed Days","2010","Appalachian","19 Years and Older","0% or more FPL","153,826","129,193","178,459","11.4","9.6","13.1"
"14+ Mentally Distressed Days","2010","Metropolitan","19 Years and Older","0% or more FPL","450,359","404,508","496,211","9.6","8.7","10.6"
"14+ Mentally Distressed Days","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","70,173","54,253","86,092","6.1","4.8","7.5"
"14+ Mentally Distressed Days","2010","Suburban","19 Years and Older","0% or more FPL","99,314","78,484","120,145","7.1","5.7","8.6"
"14+ Mentally Distressed Days","2012","Appalachian","19 Years and Older","0% or more FPL","108,836","95,043","122,629","8.2","7.2","9.2"
"14+ Mentally Distressed Days","2012","Metropolitan","19 Years and Older","0% or more FPL","306,046","280,923","331,170","6.6","6.1","7.2"
"14+ Mentally Distressed Days","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","55,097","44,305","65,888","5.0","4.0","5.9"
"14+ Mentally Distressed Days","2012","Suburban","19 Years and Older","0% or more FPL","71,592","59,154","84,030","5.1","4.3","6.0"
"14+ Mentally Distressed Days","2015","Appalachian","19 Years and Older","0% or more FPL","93,193","84,444","101,943","6.5","5.9","7.1"
"14+ Mentally Distressed Days","2015","Metropolitan","19 Years and Older","0% or more FPL","267,058","250,333","283,783","5.8","5.4","6.1"
"14+ Mentally Distressed Days","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","51,726","45,368","58,085","4.6","4.0","5.2"
"14+ Mentally Distressed Days","2015","Suburban","19 Years and Older","0% or more FPL","57,691","50,816","64,566","4.4","3.8","4.9"
"14+ Mentally Distressed Days","2017","Appalachian","19 Years and Older","0% or more FPL","105,588","95,258","115,918","7.7","6.9","8.4"
"14+ Mentally Distressed Days","2017","Metropolitan","19 Years and Older","0% or more FPL","294,335","275,965","312,706","6.4","6.0","6.7"
"14+ Mentally Distressed Days","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","65,487","57,890","73,084","5.7","5.0","6.3"
"14+ Mentally Distressed Days","2017","Suburban","19 Years and Older","0% or more FPL","79,461","70,054","88,869","5.9","5.3","6.6"
"14+ Mentally Distressed Days","2019","Appalachian","19 Years and Older","0% or more FPL","103,892","91,820","115,963","7.6","6.7","8.4"
"14+ Mentally Distressed Days","2019","Metropolitan","19 Years and Older","0% or more FPL","386,343","358,914","413,772","7.9","7.3","8.4"
"14+ Mentally Distressed Days","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","93,758","69,805","117,711","8.0","6.1","10.0"
"14+ Mentally Distressed Days","2019","Suburban","19 Years and Older","0% or more FPL","87,300","76,740","97,861","5.8","5.1","6.5"
"14+ Mentally Distressed Days","2021","Appalachian","19 Years and Older","0% or more FPL","130,760","117,741","143,779","9.6","8.7","10.6"
"14+ Mentally Distressed Days","2021","Metropolitan","19 Years and Older","0% or more FPL","420,185","394,566","445,804","8.6","8.1","9.1"
"14+ Mentally Distressed Days","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","74,677","64,257","85,098","6.4","5.5","7.3"
"14+ Mentally Distressed Days","2021","Suburban","19 Years and Older","0% or more FPL","104,672","89,980","119,363","6.9","6.0","7.8"
