"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Smoking","2010","Appalachian","19 Years and Older","0% or more FPL","353,175","316,920","389,430","25.9","23.4","28.4"
"Smoking","2010","Metropolitan","19 Years and Older","0% or more FPL","1,152,580","1,081,804","1,223,355","24.4","23.0","25.8"
"Smoking","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","298,489","264,134","332,843","26.0","23.3","28.7"
"Smoking","2010","Suburban","19 Years and Older","0% or more FPL","354,049","315,936","392,162","25.2","22.7","27.7"
"Smoking","2012","Appalachian","19 Years and Older","0% or more FPL","440,363","411,152","469,574","32.8","31.1","34.6"
"Smoking","2012","Metropolitan","19 Years and Older","0% or more FPL","1,151,489","1,102,260","1,200,718","24.6","23.7","25.6"
"Smoking","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","266,063","242,474","289,653","23.6","21.8","25.5"
"Smoking","2012","Suburban","19 Years and Older","0% or more FPL","322,195","294,333","350,056","23.0","21.2","24.7"
"Smoking","2015","Appalachian","19 Years and Older","0% or more FPL","388,005","370,348","405,662","27.3","26.2","28.4"
"Smoking","2015","Metropolitan","19 Years and Older","0% or more FPL","1,024,539","993,876","1,055,203","22.1","21.4","22.7"
"Smoking","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","239,238","225,846","252,630","21.4","20.3","22.5"
"Smoking","2015","Suburban","19 Years and Older","0% or more FPL","257,661","243,281","272,041","19.6","18.6","20.6"
"Smoking","2017","Appalachian","19 Years and Older","0% or more FPL","373,153","354,059","392,247","27.3","26.0","28.6"
"Smoking","2017","Metropolitan","19 Years and Older","0% or more FPL","1,084,939","1,051,172","1,118,705","23.6","22.9","24.3"
"Smoking","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","265,471","250,131","280,810","23.1","21.9","24.3"
"Smoking","2017","Suburban","19 Years and Older","0% or more FPL","291,393","274,409","308,377","21.9","20.7","23.0"
"Smoking","2019","Appalachian","19 Years and Older","0% or more FPL","348,494","324,447","372,541","26.5","24.8","28.1"
"Smoking","2019","Metropolitan","19 Years and Older","0% or more FPL","1,027,022","987,285","1,066,760","22.2","21.4","23.0"
"Smoking","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","239,676","219,186","260,166","21.4","19.7","23.2"
"Smoking","2019","Suburban","19 Years and Older","0% or more FPL","286,784","266,866","306,701","19.8","18.5","21.1"
"Smoking","2021","Appalachian","19 Years and Older","0% or more FPL","284,792","265,474","304,110","22.0","20.6","23.3"
"Smoking","2021","Metropolitan","19 Years and Older","0% or more FPL","778,869","743,543","814,196","16.9","16.2","17.6"
"Smoking","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","193,772","177,236","210,308","17.4","16.0","18.8"
"Smoking","2021","Suburban","19 Years and Older","0% or more FPL","190,807","173,404","208,211","13.2","12.0","14.4"
