"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Healthy BMI","2010","Appalachian","19 Years and Older","0% or more FPL","429,578","390,707","468,449","32.6","29.9","35.3"
"Healthy BMI","2010","Metropolitan","19 Years and Older","0% or more FPL","1,487,475","1,413,475","1,561,475","32.6","31.1","34.1"
"Healthy BMI","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","322,346","290,028","354,665","29.2","26.5","31.9"
"Healthy BMI","2010","Suburban","19 Years and Older","0% or more FPL","466,314","425,996","506,632","34.3","31.7","36.9"
"Healthy BMI","2012","Appalachian","19 Years and Older","0% or more FPL","400,572","373,721","427,423","30.5","28.7","32.2"
"Healthy BMI","2012","Metropolitan","19 Years and Older","0% or more FPL","1,462,347","1,410,034","1,514,659","32.2","31.2","33.2"
"Healthy BMI","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","299,454","275,929","322,980","27.2","25.4","29.1"
"Healthy BMI","2012","Suburban","19 Years and Older","0% or more FPL","418,981","389,712","448,250","30.3","28.4","32.1"
"Healthy BMI","2015","Appalachian","19 Years and Older","0% or more FPL","378,416","360,936","395,897","27.4","26.2","28.5"
"Healthy BMI","2015","Metropolitan","19 Years and Older","0% or more FPL","1,375,489","1,340,429","1,410,550","30.6","29.9","31.3"
"Healthy BMI","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","304,174","288,650","319,698","28.0","26.7","29.3"
"Healthy BMI","2015","Suburban","19 Years and Older","0% or more FPL","363,907","347,114","380,700","28.7","27.6","29.9"
"Healthy BMI","2017","Appalachian","19 Years and Older","0% or more FPL","349,241","331,577","366,905","26.5","25.2","27.7"
"Healthy BMI","2017","Metropolitan","19 Years and Older","0% or more FPL","1,344,608","1,307,448","1,381,768","30.3","29.6","31.1"
"Healthy BMI","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","296,327","280,182","312,472","26.6","25.3","27.9"
"Healthy BMI","2017","Suburban","19 Years and Older","0% or more FPL","377,962","359,277","396,646","29.4","28.1","30.7"
"Healthy BMI","2019","Appalachian","19 Years and Older","0% or more FPL","338,336","311,885","364,788","26.2","24.4","28.0"
"Healthy BMI","2019","Metropolitan","19 Years and Older","0% or more FPL","1,322,402","1,275,114","1,369,691","29.1","28.2","30.1"
"Healthy BMI","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","285,959","265,464","306,453","26.1","24.2","27.9"
"Healthy BMI","2019","Suburban","19 Years and Older","0% or more FPL","380,167","356,849","403,485","27.1","25.6","28.5"
"Healthy BMI","2021","Appalachian","19 Years and Older","0% or more FPL","307,344","287,559","327,128","24.2","22.7","25.6"
"Healthy BMI","2021","Metropolitan","19 Years and Older","0% or more FPL","1,270,964","1,228,948","1,312,981","28.0","27.2","28.9"
"Healthy BMI","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","273,465","250,654","296,276","25.0","23.2","26.9"
"Healthy BMI","2021","Suburban","19 Years and Older","0% or more FPL","385,798","362,400","409,196","27.5","25.9","29.1"
