"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Medicaid","2010","Appalachian","19 Years and Older","0% or more FPL","160,218","136,664","183,772","11.7","10.0","13.4"
"Medicaid","2010","Metropolitan","19 Years and Older","0% or more FPL","546,199","499,049","593,349","11.5","10.5","12.5"
"Medicaid","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","103,935","85,211","122,659","9.0","7.4","10.6"
"Medicaid","2010","Suburban","19 Years and Older","0% or more FPL","119,552","95,721","143,382","8.5","6.8","10.1"
"Medicaid","2012","Appalachian","19 Years and Older","0% or more FPL","210,708","192,268","229,147","15.5","14.2","16.8"
"Medicaid","2012","Metropolitan","19 Years and Older","0% or more FPL","638,824","603,694","673,954","13.5","12.8","14.2"
"Medicaid","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","118,107","102,913","133,301","10.4","9.1","11.7"
"Medicaid","2012","Suburban","19 Years and Older","0% or more FPL","119,611","103,187","136,035","8.4","7.3","9.5"
"Medicaid","2015","Appalachian","19 Years and Older","0% or more FPL","305,051","290,460","319,643","20.7","19.7","21.7"
"Medicaid","2015","Metropolitan","19 Years and Older","0% or more FPL","985,103","956,206","1,014,000","20.5","19.9","21.1"
"Medicaid","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","171,528","160,869","182,188","14.8","13.9","15.7"
"Medicaid","2015","Suburban","19 Years and Older","0% or more FPL","195,245","183,392","207,098","14.3","13.4","15.1"
"Medicaid","2017","Appalachian","19 Years and Older","0% or more FPL","309,612","293,345","325,880","21.6","20.5","22.6"
"Medicaid","2017","Metropolitan","19 Years and Older","0% or more FPL","1,053,873","1,021,310","1,086,436","21.7","21.1","22.4"
"Medicaid","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","188,912","176,902","200,921","15.8","14.8","16.7"
"Medicaid","2017","Suburban","19 Years and Older","0% or more FPL","186,347","173,248","199,446","13.4","12.5","14.3"
"Medicaid","2019","Appalachian","19 Years and Older","0% or more FPL","271,182","254,462","287,902","19.8","18.5","21.0"
"Medicaid","2019","Metropolitan","19 Years and Older","0% or more FPL","953,077","919,538","986,617","19.5","18.8","20.2"
"Medicaid","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","160,500","147,118","173,881","13.7","12.6","14.9"
"Medicaid","2019","Suburban","19 Years and Older","0% or more FPL","195,872","179,877","211,867","13.0","12.0","14.0"
"Medicaid","2021","Appalachian","19 Years and Older","0% or more FPL","346,610","325,666","367,554","25.5","24.1","26.9"
"Medicaid","2021","Metropolitan","19 Years and Older","0% or more FPL","1,204,117","1,158,544","1,249,690","24.7","23.8","25.5"
"Medicaid","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","223,161","204,928","241,394","19.1","17.7","20.6"
"Medicaid","2021","Suburban","19 Years and Older","0% or more FPL","206,623","187,891","225,355","13.6","12.4","14.8"
