"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Hypertension","2012","Appalachian","19 Years and Older","0% or more FPL","526,500","502,073","550,928","38.9","37.2","40.5"
"Hypertension","2012","Metropolitan","19 Years and Older","0% or more FPL","1,758,199","1,710,661","1,805,738","37.4","36.4","38.4"
"Hypertension","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","404,290","381,074","427,506","35.7","33.8","37.6"
"Hypertension","2012","Suburban","19 Years and Older","0% or more FPL","531,418","503,364","559,472","37.5","35.7","39.3"
"Hypertension","2015","Appalachian","19 Years and Older","0% or more FPL","554,513","536,016","573,010","39.1","37.9","40.3"
"Hypertension","2015","Metropolitan","19 Years and Older","0% or more FPL","1,630,185","1,597,817","1,662,553","35.2","34.5","35.8"
"Hypertension","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","393,338","378,013","408,664","35.3","34.0","36.5"
"Hypertension","2015","Suburban","19 Years and Older","0% or more FPL","467,381","450,665","484,097","35.4","34.3","36.6"
"Hypertension","2017","Appalachian","19 Years and Older","0% or more FPL","560,885","540,241","581,529","40.6","39.3","42.0"
"Hypertension","2017","Metropolitan","19 Years and Older","0% or more FPL","1,609,057","1,573,020","1,645,094","34.7","33.9","35.4"
"Hypertension","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","442,777","425,020","460,534","38.1","36.7","39.5"
"Hypertension","2017","Suburban","19 Years and Older","0% or more FPL","475,197","456,730","493,663","35.5","34.2","36.8"
"Hypertension","2019","Appalachian","19 Years and Older","0% or more FPL","540,897","513,038","568,757","40.6","38.7","42.5"
"Hypertension","2019","Metropolitan","19 Years and Older","0% or more FPL","1,709,957","1,658,394","1,761,520","36.3","35.3","37.3"
"Hypertension","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","411,308","388,212","434,404","36.3","34.3","38.3"
"Hypertension","2019","Suburban","19 Years and Older","0% or more FPL","515,554","491,395","539,712","35.2","33.7","36.7"
"Hypertension","2021","Appalachian","19 Years and Older","0% or more FPL","541,392","520,274","562,509","41.1","39.6","42.7"
"Hypertension","2021","Metropolitan","19 Years and Older","0% or more FPL","1,737,870","1,696,392","1,779,347","37.2","36.4","38.1"
"Hypertension","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","431,792","410,228","453,355","38.5","36.7","40.2"
"Hypertension","2021","Suburban","19 Years and Older","0% or more FPL","549,980","525,737","574,224","37.7","36.0","39.3"
