"Survey Indicator","Survey Year","Stratification","Ages","Income","Estimated Total","90% CI LB Total","90% CI UB Total","Estimated Percentage","90% CI LB Percentage","90% CI UB Percentage"
"Dual Coverage, Medicaid and Medicare","2010","Appalachian","19 Years and Older","0% or more FPL","54,425","42,413","66,437","4.0","3.1","4.9"
"Dual Coverage, Medicaid and Medicare","2010","Metropolitan","19 Years and Older","0% or more FPL","183,456","159,244","207,668","3.9","3.4","4.4"
"Dual Coverage, Medicaid and Medicare","2010","Rural Non-Appalachian","19 Years and Older","0% or more FPL","34,599","25,667","43,531","3.0","2.2","3.8"
"Dual Coverage, Medicaid and Medicare","2010","Suburban","19 Years and Older","0% or more FPL","19,687","13,251","26,124","1.4","0.9","1.9"
"Dual Coverage, Medicaid and Medicare","2012","Appalachian","19 Years and Older","0% or more FPL","55,732","47,500","63,964","4.1","3.5","4.7"
"Dual Coverage, Medicaid and Medicare","2012","Metropolitan","19 Years and Older","0% or more FPL","181,848","166,330","197,365","3.9","3.5","4.2"
"Dual Coverage, Medicaid and Medicare","2012","Rural Non-Appalachian","19 Years and Older","0% or more FPL","34,042","26,958","41,126","3.0","2.4","3.6"
"Dual Coverage, Medicaid and Medicare","2012","Suburban","19 Years and Older","0% or more FPL","34,455","26,969","41,940","2.4","1.9","3.0"
"Dual Coverage, Medicaid and Medicare","2015","Appalachian","19 Years and Older","0% or more FPL","67,153","60,677","73,628","4.6","4.1","5.0"
"Dual Coverage, Medicaid and Medicare","2015","Metropolitan","19 Years and Older","0% or more FPL","220,690","207,719","233,661","4.6","4.3","4.9"
"Dual Coverage, Medicaid and Medicare","2015","Rural Non-Appalachian","19 Years and Older","0% or more FPL","40,184","35,338","45,031","3.5","3.1","3.9"
"Dual Coverage, Medicaid and Medicare","2015","Suburban","19 Years and Older","0% or more FPL","42,259","37,184","47,334","3.1","2.7","3.5"
"Dual Coverage, Medicaid and Medicare","2017","Appalachian","19 Years and Older","0% or more FPL","70,072","62,796","77,348","4.9","4.4","5.4"
"Dual Coverage, Medicaid and Medicare","2017","Metropolitan","19 Years and Older","0% or more FPL","220,297","206,313","234,281","4.5","4.3","4.8"
"Dual Coverage, Medicaid and Medicare","2017","Rural Non-Appalachian","19 Years and Older","0% or more FPL","44,844","39,435","50,252","3.7","3.3","4.2"
"Dual Coverage, Medicaid and Medicare","2017","Suburban","19 Years and Older","0% or more FPL","42,558","37,634","47,482","3.1","2.7","3.4"
"Dual Coverage, Medicaid and Medicare","2019","Appalachian","19 Years and Older","0% or more FPL","60,328","52,884","67,772","4.4","3.8","4.9"
"Dual Coverage, Medicaid and Medicare","2019","Metropolitan","19 Years and Older","0% or more FPL","215,960","202,367","229,552","4.4","4.1","4.7"
"Dual Coverage, Medicaid and Medicare","2019","Rural Non-Appalachian","19 Years and Older","0% or more FPL","42,594","36,126","49,063","3.6","3.1","4.2"
"Dual Coverage, Medicaid and Medicare","2019","Suburban","19 Years and Older","0% or more FPL","43,539","38,174","48,904","2.9","2.5","3.3"
"Dual Coverage, Medicaid and Medicare","2021","Appalachian","19 Years and Older","0% or more FPL","76,714","68,163","85,264","5.6","5.0","6.3"
"Dual Coverage, Medicaid and Medicare","2021","Metropolitan","19 Years and Older","0% or more FPL","242,791","229,156","256,426","5.0","4.7","5.3"
"Dual Coverage, Medicaid and Medicare","2021","Rural Non-Appalachian","19 Years and Older","0% or more FPL","48,603","42,526","54,679","4.2","3.6","4.7"
"Dual Coverage, Medicaid and Medicare","2021","Suburban","19 Years and Older","0% or more FPL","45,844","39,421","52,268","3.0","2.6","3.5"
